,location,size,total_sqft,bath,price
2472,Frazer Town,3,1870.0,3.0,185.0
2473,Frazer Town,3,1750.0,3.0,150.0
2475,Frazer Town,3,2000.0,3.0,200.0
2476,Frazer Town,3,3500.0,4.0,330.0
2477,Frazer Town,3,2350.0,4.0,285.0
2478,Frazer Town,2,1550.0,2.0,140.0
2479,Frazer Town,3,1900.0,4.0,145.0
2480,Frazer Town,3,2560.0,3.0,265.0
2481,Frazer Town,3,2400.0,3.0,260.0
2482,Frazer Town,3,2560.0,3.0,288.0
2483,Frazer Town,4,3436.0,5.0,341.0
2485,Frazer Town,2,1315.0,2.0,140.0
2486,Frazer Town,3,1706.0,3.0,154.0
2487,Frazer Town,3,2079.0,3.0,220.0
2488,Frazer Town,4,3435.0,2.0,341.0
2489,Frazer Town,4,3436.0,5.0,345.0
2490,Frazer Town,3,3100.0,3.0,400.0
2491,Frazer Town,3,5400.0,3.0,400.0
2492,Frazer Town,2,1180.0,2.0,105.0
2493,Frazer Town,4,2900.0,4.0,325.0
2494,Frazer Town,3,1870.0,3.0,180.0
2495,Frazer Town,1,896.0,1.0,100.0
2496,Frazer Town,2,1420.0,2.0,120.0
2497,GM Palaya,3,1820.0,2.0,86.0
2498,GM Palaya,2,1225.0,2.0,47.0
2499,GM Palaya,2,1140.0,2.0,48.95
2500,GM Palaya,3,1315.0,2.0,65.0
2501,GM Palaya,3,1315.0,3.0,65.0
2502,GM Palaya,3,1315.0,3.0,64.0
2503,GM Palaya,3,1735.0,3.0,70.0
2504,GM Palaya,3,1643.0,2.0,70.0
2505,Garudachar Palya,3,1325.0,2.0,60.8
2506,Garudachar Palya,2,1060.0,2.0,48.7
2507,Garudachar Palya,2,1150.0,2.0,52.75
2508,Garudachar Palya,3,1295.0,2.0,59.5
2509,Garudachar Palya,3,1320.0,2.0,60.6
2510,Garudachar Palya,3,1295.0,2.0,59.5
2511,Garudachar Palya,2,1150.0,2.0,52.8
2512,Garudachar Palya,2,1150.0,2.0,52.8
2513,Garudachar Palya,2,1060.0,2.0,48.5
2514,Garudachar Palya,2,1150.0,2.0,52.5
2515,Garudachar Palya,3,1325.0,2.0,60.8
2516,Garudachar Palya,2,1060.0,2.0,48.66
2517,Garudachar Palya,2,1150.0,2.0,52.0
2518,Garudachar Palya,2,1154.0,2.0,51.8
2520,Giri Nagar,3,880.0,3.0,140.0
2521,Giri Nagar,4,2400.0,4.0,400.0
2522,Giri Nagar,3,1800.0,3.0,252.0
2523,Giri Nagar,3,1350.0,3.0,240.0
2524,Giri Nagar,4,2400.0,4.0,400.0
2525,Giri Nagar,6,3000.0,4.0,375.0
2526,Giri Nagar,6,2400.0,6.0,400.0
2527,Giri Nagar,4,1120.0,4.0,175.0
2528,Giri Nagar,4,4000.0,3.0,750.0
2529,Giri Nagar,6,1200.0,3.0,175.0
2530,Gollarapalya Hosahalli,2,861.0,2.0,34.5
2531,Gollarapalya Hosahalli,3,1408.0,3.0,62.0
2532,Gollarapalya Hosahalli,2,861.0,2.0,34.5
2533,Gollarapalya Hosahalli,3,1318.0,3.0,54.0
2534,Gollarapalya Hosahalli,2,861.0,2.0,36.5
2535,Gollarapalya Hosahalli,3,1320.0,3.0,60.0
2536,Gollarapalya Hosahalli,3,1345.0,3.0,60.0
2537,Gollarapalya Hosahalli,4,1905.0,3.0,86.0
2538,Gollarapalya Hosahalli,3,1318.0,3.0,56.0
2539,Gollarapalya Hosahalli,2,1129.0,2.0,50.0
2540,Gottigere,2,1100.0,2.0,40.0
2541,Gottigere,2,967.0,2.0,45.0
2542,Gottigere,3,1618.0,3.0,82.5
2543,Gottigere,2,1222.0,2.0,63.0
2545,Gottigere,3,1300.0,3.0,65.0
2546,Gottigere,2,950.0,2.0,38.0
2547,Gottigere,2,1153.0,2.0,48.5
2548,Gottigere,1,812.0,1.0,26.0
2550,Gottigere,3,1460.0,2.0,65.0
2551,Gottigere,3,1500.0,3.0,70.0
2552,Gottigere,3,1621.0,3.0,72.0
2553,Gottigere,1,812.0,1.0,26.0
2554,Gottigere,2,990.0,2.0,40.0
2555,Gottigere,2,1235.0,2.0,63.0
2556,Gottigere,3,1385.0,3.0,64.0
2557,Gottigere,2,1000.0,2.0,35.0
2558,Gottigere,2,1010.0,2.0,35.0
2561,Gottigere,3,1435.0,2.0,62.0
2562,Gottigere,2,945.0,2.0,45.0
2564,Gottigere,4,2500.0,3.0,120.0
2565,Gottigere,3,1230.0,2.0,52.0
2566,Gottigere,2,1120.0,2.0,50.0
2567,Gottigere,3,1500.0,3.0,63.0
2568,Gottigere,2,1200.0,2.0,40.0
2569,Gottigere,2,1280.0,2.0,61.0
2570,Gottigere,2,1205.0,2.0,56.58
2571,Gottigere,2,1170.0,2.0,40.0
2573,Gottigere,3,1613.0,3.0,72.0
2574,Gottigere,2,1110.0,2.0,36.25
2575,Gottigere,2,1245.0,2.0,59.0
2576,Gottigere,2,1200.0,2.0,50.0
2577,Green Glen Layout,3,1670.0,3.0,120.0
2578,Green Glen Layout,4,3250.0,4.0,230.0
2579,Green Glen Layout,3,1776.42,3.0,105.0
2580,Green Glen Layout,4,3250.0,4.0,230.0
2581,Green Glen Layout,2,940.0,2.0,56.8
2582,Green Glen Layout,2,1075.0,2.0,60.0
2583,Green Glen Layout,3,1715.0,3.0,115.0
2584,Green Glen Layout,3,1751.0,2.0,115.0
2585,Green Glen Layout,3,1750.0,3.0,130.0
2586,Green Glen Layout,3,1530.0,3.0,105.0
2587,Green Glen Layout,3,1752.0,3.0,105.0
2588,Green Glen Layout,3,1680.0,4.0,95.0
2589,Green Glen Layout,3,1728.0,3.0,125.0
2590,Green Glen Layout,3,1645.0,3.0,110.0
2591,Green Glen Layout,3,1517.0,3.0,100.0
2592,Green Glen Layout,4,3150.0,4.0,218.0
2594,Green Glen Layout,3,1750.0,3.0,120.0
2595,Green Glen Layout,3,1751.0,3.0,115.0
2596,Green Glen Layout,3,1750.0,3.0,105.0
2597,Green Glen Layout,3,1885.0,3.0,135.0
2598,Green Glen Layout,3,1715.0,3.0,120.0
2599,Green Glen Layout,3,1623.29,2.0,105.0
2600,Green Glen Layout,3,1715.0,3.0,115.0
2601,Green Glen Layout,3,1715.0,3.0,105.0
2602,Green Glen Layout,3,1600.0,3.0,105.0
2603,Green Glen Layout,3,1717.0,3.0,125.0
2604,Green Glen Layout,2,1250.0,2.0,75.0
2605,Green Glen Layout,3,1715.0,3.0,112.0
2606,Gubbalala,3,1470.0,2.0,82.0
2607,Gubbalala,3,1745.0,3.0,125.0
2608,Gubbalala,3,1745.0,3.0,104.0
2609,Gubbalala,3,1745.0,3.0,115.0
2610,Gubbalala,3,1745.0,3.0,110.0
2611,Gubbalala,3,1650.0,3.0,71.0
2612,Gubbalala,5,2570.0,4.0,141.0
2613,Gubbalala,2,1205.0,2.0,70.0
2614,Gubbalala,3,1435.0,2.0,80.0
2615,Gubbalala,2,1475.0,2.0,80.0
2617,Gubbalala,2,1100.0,2.0,49.5
2618,Gubbalala,2,1060.0,2.0,46.0
2619,Gubbalala,3,2000.0,3.0,125.0
2621,Gubbalala,3,1745.0,3.0,130.0
2622,Gubbalala,2,1285.0,2.0,90.0
2623,Gunjur,2,1140.0,2.0,43.0
2624,Gunjur,3,1356.0,2.0,66.0
2625,Gunjur,3,1600.0,3.0,75.0
2627,Gunjur,2,1140.0,2.0,49.11
2628,Gunjur,2,1195.0,2.0,44.0
2629,Gunjur,2,1190.0,2.0,40.0
2630,Gunjur,2,1457.0,2.0,60.0
2631,Gunjur,2,1080.0,2.0,41.0
2634,Gunjur,2,1175.0,2.0,43.48
2635,Gunjur,3,1362.0,3.0,62.63
2636,Gunjur,2,1071.0,2.0,51.0
2637,Gunjur,2,1063.0,2.0,40.0
2638,Gunjur,2,1235.0,2.0,52.76
2639,Gunjur,3,1362.0,3.0,62.63
2640,Gunjur,3,1362.0,3.0,62.63
2641,Gunjur,3,1588.0,2.0,90.0
2642,Gunjur,2,1235.0,2.0,44.5
2643,Gunjur,2,1457.0,2.0,60.0
2644,HAL 2nd Stage,3,1490.0,2.0,300.0
2645,HAL 2nd Stage,2,600.0,3.0,145.0
2646,HAL 2nd Stage,3,2700.0,3.0,500.0
2647,HAL 2nd Stage,5,2040.0,4.0,500.0
2648,HBR Layout,3,2800.0,2.0,200.0
2649,HBR Layout,3,1722.0,3.0,95.0
2650,HBR Layout,4,1200.0,4.0,120.0
2651,HBR Layout,2,1200.0,2.0,60.0
2652,HBR Layout,2,1004.0,2.0,49.0
2653,HBR Layout,3,1783.0,3.0,125.0
2654,HBR Layout,3,1656.0,3.0,90.0
2655,HBR Layout,2,1089.0,2.0,60.0
2656,HBR Layout,4,2400.0,5.0,320.0
2657,HBR Layout,3,1700.0,3.0,110.0
2658,HBR Layout,2,1198.0,2.0,65.0
2659,HBR Layout,4,1200.0,4.0,115.0
2660,HBR Layout,3,1800.0,2.0,230.0
2661,HBR Layout,2,1200.0,2.0,120.0
2662,HBR Layout,3,1832.0,3.0,160.0
2663,HRBR Layout,2,1374.0,2.0,95.0
2664,HRBR Layout,2,1440.0,2.0,98.0
2666,HRBR Layout,3,2800.0,3.0,250.0
2667,HRBR Layout,2,1210.0,2.0,75.0
2668,HRBR Layout,4,1200.0,2.0,170.0
2669,HRBR Layout,2,1265.0,2.0,78.0
2670,HRBR Layout,2,1170.0,2.0,75.0
2672,HRBR Layout,4,1900.0,3.0,90.0
2673,HRBR Layout,3,1625.0,3.0,120.0
2674,HRBR Layout,2,1301.0,2.0,120.0
2675,HRBR Layout,2,1145.0,2.0,68.5
2676,HRBR Layout,2,1300.0,2.0,90.0
2678,HSR Layout,2,1372.0,2.0,68.0
2680,HSR Layout,3,1475.0,3.0,75.0
2681,HSR Layout,2,1467.0,2.0,55.0
2682,HSR Layout,2,1140.0,2.0,46.0
2683,HSR Layout,2,1372.0,2.0,61.0
2684,HSR Layout,3,1750.0,3.0,95.0
2686,HSR Layout,2,1027.0,2.0,44.0
2687,HSR Layout,3,1650.0,3.0,110.0
2688,HSR Layout,2,1140.0,2.0,46.0
2689,HSR Layout,2,1372.0,2.0,61.0
2690,HSR Layout,2,1140.0,2.0,46.0
2691,HSR Layout,2,1185.0,2.0,60.0
2692,HSR Layout,2,1127.0,2.0,68.0
2693,HSR Layout,3,1600.0,2.0,115.0
2694,HSR Layout,2,1145.0,2.0,48.0
2695,HSR Layout,2,1009.0,2.0,56.0
2696,HSR Layout,2,1300.0,2.0,98.0
2698,HSR Layout,2,1140.0,2.0,46.0
2699,HSR Layout,2,1126.0,2.0,69.0
2701,HSR Layout,2,1140.0,2.0,46.0
2702,HSR Layout,2,1145.0,2.0,46.0
2703,HSR Layout,2,1142.0,2.0,65.0
2704,HSR Layout,2,1145.0,2.0,46.0
2705,HSR Layout,3,1844.0,3.0,95.0
2706,HSR Layout,2,1203.0,2.0,72.0
2707,HSR Layout,2,1140.0,2.0,46.0
2708,HSR Layout,5,4200.0,5.0,245.0
2709,HSR Layout,2,1140.0,2.0,46.0
2710,HSR Layout,2,1145.0,2.0,46.0
2711,HSR Layout,2,1009.0,2.0,56.0
2712,HSR Layout,2,1145.0,2.0,46.0
2713,HSR Layout,2,1100.0,2.0,44.0
2714,HSR Layout,2,1203.0,2.0,60.0
2715,HSR Layout,2,1120.0,2.0,70.0
2716,HSR Layout,2,1140.0,2.0,46.0
2717,HSR Layout,2,1289.0,2.0,70.0
2718,HSR Layout,3,1844.0,3.0,89.0
2719,HSR Layout,2,1203.0,2.0,60.0
2720,HSR Layout,2,1140.0,2.0,46.0
2721,Haralur Road,2,1240.0,2.0,70.0
2722,Haralur Road,2,1027.0,2.0,44.0
2724,Haralur Road,4,2650.0,4.0,198.0
2726,Haralur Road,2,1194.0,2.0,47.0
2727,Haralur Road,4,3385.0,5.0,260.0
2728,Haralur Road,2,1202.0,2.0,53.0
2729,Haralur Road,2,1056.0,2.0,61.0
2731,Haralur Road,3,1810.0,3.0,100.0
2732,Haralur Road,2,1194.0,2.0,46.0
2734,Haralur Road,2,1225.0,2.0,67.38
2735,Haralur Road,2,1243.0,2.0,46.0
2736,Haralur Road,2,1027.0,2.0,44.0
2737,Haralur Road,3,1920.0,3.0,115.0
2738,Haralur Road,3,1875.0,3.0,110.0
2739,Haralur Road,2,1194.0,2.0,47.0
2740,Haralur Road,2,1140.0,2.0,43.0
2741,Haralur Road,2,1027.0,2.0,44.0
2742,Haralur Road,2,1194.0,2.0,46.0
2743,Haralur Road,3,2017.0,3.0,125.0
2744,Haralur Road,2,1140.0,2.0,43.0
2745,Haralur Road,3,1875.0,3.0,110.0
2746,Haralur Road,2,1092.0,2.0,44.0
2747,Haralur Road,3,2475.0,4.0,130.0
2748,Haralur Road,2,1300.0,2.0,73.0
2749,Haralur Road,2,1194.0,2.0,47.0
2750,Haralur Road,2,1243.0,2.0,46.0
2751,Haralur Road,3,1850.0,3.0,110.0
2752,Haralur Road,2,1225.0,2.0,67.38
2753,Haralur Road,2,1243.0,2.0,46.0
2754,Haralur Road,4,3400.0,5.0,240.0
2755,Haralur Road,2,1464.0,2.0,56.0
2756,Haralur Road,2,1230.0,2.0,78.0
2757,Haralur Road,2,1000.0,2.0,44.0
2759,Haralur Road,2,1300.0,2.0,79.0
2760,Haralur Road,3,1444.0,2.0,80.0
2761,Haralur Road,2,1088.0,2.0,68.0
2762,Haralur Road,2,1027.0,2.0,44.0
2764,Haralur Road,2,1225.0,2.0,70.0
2766,Haralur Road,2,1194.0,2.0,46.0
2767,Haralur Road,2,1000.0,2.0,78.0
2768,Haralur Road,3,1830.0,3.0,101.0
2769,Haralur Road,3,1810.0,3.0,126.0
2770,Haralur Road,2,1464.0,2.0,56.0
2771,Haralur Road,3,1520.0,2.0,96.0
2772,Haralur Road,2,1300.0,2.0,75.0
2773,Haralur Road,3,2017.0,2.0,125.0
2774,Haralur Road,2,1243.0,2.0,46.0
2775,Haralur Road,2,1027.0,2.0,44.0
2777,Haralur Road,2,1243.0,2.0,46.0
2778,Haralur Road,2,1027.0,2.0,44.0
2779,Haralur Road,3,2017.0,3.0,105.0
2780,Haralur Road,2,1243.0,2.0,46.0
2781,Haralur Road,2,1243.0,2.0,46.0
2782,Haralur Road,3,1520.0,2.0,90.0
2783,Haralur Road,2,1300.0,2.0,60.0
2784,Haralur Road,3,1985.0,3.0,130.0
2785,Haralur Road,3,1255.0,2.0,90.0
2786,Haralur Road,2,1056.0,2.0,60.0
2787,Haralur Road,2,1140.0,2.0,42.0
2788,Haralur Road,2,1245.0,2.0,62.0
2789,Haralur Road,2,1140.0,2.0,58.0
2790,Haralur Road,2,1140.0,2.0,42.0
2791,Haralur Road,2,1027.0,2.0,43.0
2792,Haralur Road,2,1194.0,2.0,47.0
2793,Haralur Road,2,1194.0,2.0,47.0
2794,Haralur Road,3,1560.0,3.0,90.0
2795,Haralur Road,3,1520.0,2.0,85.0
2796,Haralur Road,2,1243.0,2.0,45.0
2797,Haralur Road,2,1027.0,2.0,44.0
2798,Haralur Road,2,1194.0,2.0,46.0
2799,Haralur Road,3,1650.0,3.0,100.0
2800,Haralur Road,3,1580.0,3.0,73.0
2801,Haralur Road,2,1243.0,2.0,46.0
2802,Haralur Road,2,1194.0,2.0,47.0
2804,Haralur Road,3,1520.0,2.0,96.0
2805,Haralur Road,3,1510.0,3.0,83.05
2806,Haralur Road,2,1056.0,2.0,65.0
2807,Haralur Road,3,1810.0,3.0,100.0
2808,Haralur Road,2,1243.0,2.0,46.0
2809,Haralur Road,1,575.0,1.0,38.0
2810,Haralur Road,2,1194.0,2.0,46.0
2811,Haralur Road,2,1243.0,2.0,46.0
2812,Haralur Road,2,1194.0,2.0,46.0
2813,Haralur Road,2,1140.0,2.0,43.0
2814,Haralur Road,3,1850.0,3.0,120.0
2815,Haralur Road,2,1194.0,2.0,47.0
2816,Haralur Road,2,1194.0,2.0,47.0
2818,Haralur Road,2,1243.0,2.0,46.0
2819,Haralur Road,3,1710.0,3.0,85.0
2820,Haralur Road,3,1730.0,3.0,95.0
2821,Haralur Road,2,1243.0,2.0,46.0
2822,Haralur Road,2,1243.0,2.0,46.0
2823,Haralur Road,2,1243.0,2.0,46.0
2824,Haralur Road,3,1817.0,3.0,110.0
2825,Haralur Road,2,1225.0,2.0,77.0
2826,Haralur Road,2,1285.0,2.0,78.0
2827,Haralur Road,2,1225.0,2.0,67.48
2828,Haralur Road,2,1225.0,2.0,69.84
2829,Haralur Road,2,1200.0,2.0,46.0
2830,Haralur Road,2,1315.0,2.0,85.0
2831,Haralur Road,3,1976.0,3.0,92.0
2832,Haralur Road,2,1300.0,2.0,75.0
2833,Haralur Road,2,1309.0,2.0,82.0
2834,Haralur Road,2,1027.0,1.0,44.0
2835,Haralur Road,2,1243.0,2.0,46.0
2836,Haralur Road,2,1243.0,2.0,46.0
2837,Haralur Road,2,1140.0,2.0,43.0
2838,Haralur Road,2,1300.0,2.0,75.0
2839,Haralur Road,2,1243.0,2.0,46.0
2841,Haralur Road,2,1230.0,2.0,67.65
2842,Haralur Road,2,1194.0,2.0,46.0
2843,Haralur Road,2,1092.0,2.0,44.0
2845,Haralur Road,3,1255.0,3.0,90.0
2846,Haralur Road,3,1735.0,3.0,97.0
2847,Haralur Road,3,1810.0,3.0,97.83
2848,Haralur Road,2,1200.0,2.0,46.0
2849,Haralur Road,2,1243.0,2.0,46.0
2850,Haralur Road,3,1810.0,3.0,112.0
2851,Harlur,2,1508.0,2.0,77.0
2852,Harlur,3,1752.12,3.0,135.0
2855,Harlur,3,1709.0,3.0,150.0
2856,Harlur,2,1174.0,2.0,69.0
2857,Harlur,2,1033.0,2.0,49.0
2858,Harlur,2,1197.0,2.0,84.0
2859,Harlur,3,1757.0,3.0,132.0
2860,Harlur,2,1174.0,2.0,76.0
2861,Harlur,3,1754.0,3.0,125.0
2862,Harlur,2,1290.0,2.0,85.0
2863,Harlur,3,1752.12,3.0,116.0
2864,Harlur,3,1754.0,3.0,135.0
2865,Harlur,3,1754.0,3.0,124.0
2866,Harlur,2,1152.0,2.0,69.0
2867,Harlur,2,1290.0,2.0,87.0
2868,Harlur,3,1749.0,3.0,115.0
2869,Harlur,4,3385.0,4.0,260.0
2870,Harlur,3,2240.0,5.0,155.0
2871,Harlur,3,1758.0,3.0,133.0
2873,Harlur,2,1197.0,2.0,79.0
2874,Harlur,2,1174.0,2.0,78.0
2877,Harlur,2,1200.0,2.0,52.0
2878,Harlur,2,1197.0,2.0,79.0
2879,Harlur,3,1749.0,3.0,112.0
2880,Harlur,2,1174.0,2.0,75.0
2881,Harlur,3,1750.0,3.0,136.0
2882,Harlur,3,1620.0,3.0,110.0
2885,Harlur,3,1762.0,3.0,133.0
2886,Harlur,3,1756.0,3.0,131.0
2887,Harlur,3,1755.0,3.0,130.0
2888,Harlur,3,1864.0,3.0,140.0
2889,Harlur,2,1331.0,2.0,88.0
2890,Harlur,3,1752.12,3.0,133.0
2891,Harlur,2,1133.0,2.0,55.0
2892,Harlur,3,1756.0,3.0,128.0
2893,Harlur,3,1749.0,3.0,120.0
2894,Harlur,2,1197.0,2.0,82.0
2895,Harlur,2,1303.0,2.0,90.0
2896,Harlur,3,1754.0,3.0,132.0
2897,Harlur,2,1174.0,2.0,75.0
2898,Harlur,3,1756.0,3.0,134.0
2899,Harlur,2,1197.0,2.0,78.0
2900,Harlur,2,1290.0,2.0,89.9
2901,Harlur,2,1386.0,2.0,85.0
2902,Harlur,2,1174.0,2.0,74.0
2903,Harlur,2,1174.0,2.0,78.0
2905,Harlur,3,1755.0,3.0,115.0
2909,Harlur,2,1197.0,2.0,77.0
2910,Harlur,3,1752.12,3.0,125.0
2912,Harlur,2,1225.0,2.0,56.0
2913,Harlur,2,1197.0,2.0,76.0
2915,Harlur,2,1197.0,2.0,75.0
2916,Harlur,3,1755.0,3.0,117.0
2917,Harlur,2,1197.0,2.0,79.9
2918,Harlur,2,936.0,2.0,45.0
2919,Harlur,4,2990.0,4.0,225.0
2920,Harlur,2,1370.0,2.0,88.0
2921,Harlur,2,1335.0,2.0,72.76
2922,Hebbal,3,1760.0,2.0,123.0
2923,Hebbal,4,5611.5,4.0,477.0
2925,Hebbal,2,1349.0,2.0,98.2
2926,Hebbal,4,2483.0,5.0,212.0
2927,Hebbal,3,1760.0,2.0,130.0
2928,Hebbal,3,3450.0,5.0,260.0
2929,Hebbal,3,1920.0,3.0,134.0
2930,Hebbal,2,1337.0,2.0,82.0
2931,Hebbal,2,1349.0,2.0,98.0
2934,Hebbal,3,1790.0,3.0,127.0
2935,Hebbal,2,687.325,2.0,42.72
2937,Hebbal,3,1985.0,4.0,189.0
2938,Hebbal,4,2483.0,5.0,215.0
2939,Hebbal,2,1080.0,2.0,54.0
2940,Hebbal,2,812.0,2.0,55.0
2943,Hebbal,3,2526.0,2.0,250.0
2946,Hebbal,2,823.0,2.0,50.63
2947,Hebbal,2,1420.0,2.0,123.0
2949,Hebbal,2,1420.0,2.0,99.39
2950,Hebbal,4,4235.0,4.0,365.0
2951,Hebbal,3,1700.0,3.0,124.0
2952,Hebbal,4,3960.0,5.0,386.0
2953,Hebbal,2,1420.0,2.0,99.39
2955,Hebbal,2,1440.0,2.0,115.0
2956,Hebbal,2,1100.0,2.0,54.0
2958,Hebbal,3,2400.0,4.0,180.0
2960,Hebbal,2,1420.0,2.0,107.0
2961,Hebbal,2,1320.0,2.0,92.0
2962,Hebbal,2,919.0,2.0,49.0
2963,Hebbal,3,1645.0,3.0,135.0
2964,Hebbal,3,2080.0,3.0,175.0
2966,Hebbal,4,2483.0,5.0,230.0
2967,Hebbal,3,2600.0,3.0,195.0
2968,Hebbal,3,1645.0,3.0,117.0
2969,Hebbal,2,1251.0,2.0,88.73
2970,Hebbal,3,1645.0,3.0,121.0
2971,Hebbal,3,1760.0,3.0,123.0
2973,Hebbal,4,3960.0,5.0,386.0
2974,Hebbal,3,1645.0,3.0,120.0
2975,Hebbal,3,1255.0,2.0,90.0
2976,Hebbal,3,1645.0,3.0,117.0
2979,Hebbal,3,1636.0,3.0,119.0
2980,Hebbal,3,2661.0,3.0,226.5
2981,Hebbal,3,1255.0,2.0,95.0
2984,Hebbal,3,1255.0,2.0,95.0
2985,Hebbal,2,1088.0,2.0,61.45
2986,Hebbal,2,1349.0,2.0,97.8
2988,Hebbal,2,1344.0,2.0,108.0
2989,Hebbal,3,1255.0,2.0,90.0
2991,Hebbal,2,1138.0,2.0,110.0
2993,Hebbal,2,1088.0,2.0,62.0
2994,Hebbal,3,1987.0,4.0,165.0
2996,Hebbal,2,1299.0,2.0,100.0
2997,Hebbal,2,1200.0,2.0,60.0
2998,Hebbal,3,1645.0,3.0,117.0
2999,Hebbal,2,1390.0,2.0,95.0
3000,Hebbal,2,1333.0,2.0,100.0
3002,Hebbal,3,2650.0,4.0,199.0
3003,Hebbal,3,1800.0,3.0,140.0
3005,Hebbal,4,2470.0,4.0,203.0
3006,Hebbal,3,1255.0,2.0,95.0
3007,Hebbal,2,1333.0,2.0,104.0
3008,Hebbal,3,1645.0,3.0,117.0
3009,Hebbal,3,2600.0,3.0,199.0
3010,Hebbal,2,1345.0,2.0,97.0
3012,Hebbal,2,985.0,2.0,62.0
3013,Hebbal,2,1320.0,2.0,91.0
3014,Hebbal,3,2388.0,3.0,195.0
3015,Hebbal,2,1040.0,2.0,55.0
3017,Hebbal,3,2600.0,3.0,195.0
3020,Hebbal,3,1645.0,3.0,113.0
3022,Hebbal,2,1420.0,2.0,99.39
3024,Hebbal,3,3520.0,5.0,320.0
3025,Hebbal,2,1162.0,2.0,69.0
3026,Hebbal,2,1100.0,2.0,60.0
3027,Hebbal,4,4235.0,5.0,364.0
3028,Hebbal,2,1299.0,2.0,97.0
3030,Hebbal,4,2470.0,5.0,192.0
3031,Hebbal,3,1645.0,3.0,117.0
3032,Hebbal,3,1920.0,3.0,134.0
3033,Hebbal,3,3520.0,5.0,240.0
3034,Hebbal,3,1920.0,3.0,150.0
3035,Hebbal,4,2375.0,4.0,189.0
3036,Hebbal,2,1420.0,2.0,99.26
3037,Hebbal,2,1252.0,2.0,92.0
3039,Hebbal,2,1162.0,2.0,59.0
3040,Hebbal,2,1294.0,2.0,115.0
3041,Hebbal,4,4225.0,6.0,359.0
3042,Hebbal,2,1150.0,2.0,57.0
3043,Hebbal,3,1740.0,2.0,137.0
3045,Hebbal,3,1662.0,3.0,155.0
3046,Hebbal,3,2250.0,3.0,219.0
3047,Hebbal,2,1349.0,2.0,98.0
3048,Hebbal,4,4000.0,6.0,370.0
3049,Hebbal,2,1349.0,2.0,96.8
3050,Hebbal Kempapura,3,1700.0,3.0,155.0
3051,Hebbal Kempapura,3,1800.0,3.0,175.0
3052,Hebbal Kempapura,3,2900.0,4.0,300.0
3053,Hebbal Kempapura,3,3522.0,3.0,380.0
3054,Hebbal Kempapura,5,2280.0,5.0,200.0
3055,Hebbal Kempapura,2,1200.0,2.0,125.0
3056,Hebbal Kempapura,3,2900.0,4.0,240.0
3058,Hebbal Kempapura,2,1300.0,2.0,102.0
3059,Hebbal Kempapura,3,1466.0,2.0,140.0
3061,Hebbal Kempapura,3,1725.0,2.0,165.0
3062,Hebbal Kempapura,3,1200.0,3.0,125.0
3063,Hebbal Kempapura,3,3408.0,3.0,260.0
3064,Hebbal Kempapura,2,1485.0,3.0,132.0
3065,Hebbal Kempapura,2,1400.0,2.0,108.0
3066,Hebbal Kempapura,3,1800.0,3.0,150.0
3067,Hebbal Kempapura,5,2400.0,5.0,200.0
3068,Hebbal Kempapura,5,2800.0,5.0,220.0
3069,Hebbal Kempapura,3,1785.0,3.0,165.0
3070,Hebbal Kempapura,4,3729.0,4.0,384.0
3071,Hebbal Kempapura,4,1200.0,3.0,148.0
3072,Hebbal Kempapura,3,1600.0,3.0,170.0
3073,Hebbal Kempapura,3,1730.0,3.0,175.0
3075,Hegde Nagar,3,1569.0,3.0,101.0
3076,Hegde Nagar,6,3000.0,7.0,210.0
3077,Hegde Nagar,3,2026.0,3.0,132.0
3078,Hegde Nagar,3,1801.0,3.0,115.0
3079,Hegde Nagar,2,1050.0,1.0,56.0
3080,Hegde Nagar,2,1341.0,2.0,97.0
3081,Hegde Nagar,3,2112.95,4.0,145.0
3082,Hegde Nagar,4,1200.0,4.0,83.0
3083,Hegde Nagar,3,1703.0,3.0,113.0
3084,Hegde Nagar,3,1570.0,3.0,105.0
3085,Hegde Nagar,3,1801.0,3.0,140.0
3086,Hegde Nagar,3,1584.01,3.0,103.0
3087,Hegde Nagar,3,1965.0,4.0,125.0
3088,Hegde Nagar,2,1200.0,2.0,75.0
3089,Hegde Nagar,3,1847.0,3.0,135.0
3090,Hegde Nagar,3,1965.0,4.0,132.0
3091,Hegde Nagar,3,1703.0,3.0,125.0
3092,Hegde Nagar,3,1847.0,3.0,125.0
3093,Hegde Nagar,3,2144.6,4.0,145.0
3094,Hegde Nagar,3,1718.0,3.0,119.0
3095,Hegde Nagar,3,1847.0,3.0,123.0
3096,Hegde Nagar,2,1340.0,2.0,72.0
3097,Hegde Nagar,3,2087.01,3.0,115.0
3098,Hegde Nagar,3,1703.0,3.0,130.0
3099,Hegde Nagar,3,2087.01,4.0,135.0
3100,Hegde Nagar,3,1718.0,3.0,130.0
3101,Hegde Nagar,3,1884.0,4.0,118.0
3102,Hegde Nagar,3,1930.0,4.0,122.0
3103,Hegde Nagar,3,1584.01,3.0,104.0
3104,Hegde Nagar,3,1168.0,2.0,68.0
3105,Hegde Nagar,3,2162.03,4.0,129.0
3106,Hegde Nagar,3,2087.01,4.0,160.0
3107,Hegde Nagar,2,1000.0,2.0,66.0
3108,Hegde Nagar,3,1348.0,2.0,80.5
3109,Hennur,2,1075.0,2.0,52.0
3110,Hennur,2,1255.0,2.0,52.32
